age,word
23,heart
23,empty
23,the end
23,finger
23,black
23,xylophone
23,cough
23,window
23,marker
23,drum
23,music
23,spatula
23,wet
23,broken
23,move
23,clip
23,bed
23,pepper (spice)
23,vacuum
23,friend
23,dolphin
23,count
23,noodle
23,green bean
23,blueberry
23,bike
23,puzzle
23,climb
23,that way
23,bug
23,basket
23,magnet
23,kale
23,time
23,tv
23,sheet
23,got it
23,shoulder
23,elbow
23,family
23,camera
23,thumb
23,swing
23,ride
23,fast
23,fox
23,play
23,two
