age,word
20.5,agua
20.5,hide
20.5,shark
20.5,pasta
20.5,outside
20.5,circle
20.5,eat
20.5,up
20.5,girl
20.5,horse
20.5,flower
20.5,spider
20.5,bumblebee
20.5,shirt
20.5,dip
20.5,do it
20.5,away
20.5,penguin
20.5,bus
20.5,pants
20.5,cactus
20.5,hand
