age,word
22,shower
22,peanut butter
22,lemon
22,button
22,spaghetti
22,back
22,olive
22,ice cream
22,rice
22,pee
22,(finger) nail
22,picture
22,computer
22,guitar
22,skateboard
22,alligator
22,stop
22,piece
22,duckie
22,mail
22,tortilla
22,breakfast
22,chili
22,tower
22,tent
22,brush
22,page
22,kiss
22,park
22,umbrella
22,pull
22,purple
22,pillow
22,out
22,pink
22,catch
22,tomato
22,shut
