age,word
19.5,mouth
19.5,peacock
19.5,wash
19.5,keys
19.5,broccoli
19.5,yeah
19.5,tree
19.5,rabbit
19.5,tissue
19.5,pig
19.5,bird
19.5,zebra
19.5,house
19.5,paper
19.5,help
19.5,down
19.5,slide
19.5,open
19.5,yay
19.5,sleep sack
19.5,couch
19.5,chicken
19.5,carrot
19.5,cheers
19.5,avocado
19.5,hug
