age,word
24,top
24,sandal
24,make
24,both
24,loud
24,where
24,lay down
24,walrus
24,kicking
24,shorts
24,bite
24,happy
24,curtain
24,pork
24,juice
24,close
24,fit
24,working
24,ravioli
24,farm
24,right there
24,booger
24,bathroom
24,(eye) gunk
24,nectarine
24,pouch
24,reach
24,haircut
24,elbow
24,fall down
24,three
24,like
24,excuse me
24,barn
24,sauce
24,dishwasher
24,all
24,off
24,on
24,watch (v)
24,bounce
24,ice
24,messy
24,carpet
24,tickle
24,cut
24,pot
24,bottle
24,new
24,spicy
24,spin
