age,word
19,grandpa
19,more
19,snack/food
19,mama
19,cow
19,no
19,bee
19,done
19,hippo
19,gentle
19,owl
19,thank you
19,racoon
19,Jonah
19,belly
19,cracker
19,bib
19,wash
