age,word
21,octopus
21,too
21,grandma
21,spoon
21,toy
21,lap
21,plate
21,tray
21,orange (color)
21,here
21,school
21,kiwi
21,watermelon
21,big
21,butterfly
21,little
21,boat
21,fork
21,feet
21,goose
21,drink
21,towel
21,rail
21,rock
21,jumping
21,glasses
21,grape
21,throw
21,walk
21,hair
