age,word
20,coffee
20,cup
20,stroller
20,yellow
20,yogurt
20,zebra
20,high five
20,(fist) bump
20,bread
20,pear
20,cereal
20,squirrel
20,pancake
20,cheek
20,sheep
20,bamba
20,laundry
20,toes
20,cheers
20,egg
20,color
20,chair
20,orange (fruit)
20,ear
20,exercise
