age,word
21.5,(wrist) watch
21.5,blanket
21.5,face
21.5,light
21.5,train
21.5,towel
21.5,plane
21.5,people
21.5,frog
21.5,soap
21.5,mirror
21.5,read
21.5,wheel
21.5,roll (v)
21.5,bless you
21.5,hot
21.5,green
21.5,red
21.5,balloon
21.5,clap
21.5,taco
21.5,sweep
21.5,robot
21.5,shopping
21.5,tail
21.5,home
21.5,footloose
21.5,kitchen
21.5,leaf
21.5,table
21.5,boy
21.5,this
21.5,turn
21.5,get
